audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
173,eligibility_review_block:ba1d819abe5c7597,2,direct_website_singleton,1,Atlanta_GA_L,www.sleepdunwoody.com,google:cid:2869506919639306180,Sleep Better Georgia,"1719 Mt Vernon Rd, Dunwoody, GA 30338",Sleep clinic,https://www.sleepdunwoody.com/?utm_source=google&utm_medium=organic&utm_campaign=gbpDunwoody,+1770-626-5652,https://www.google.com/maps?cid=2869506919639306180,https://www.google.com/search?q=site%3Awww.sleepdunwoody.com+%22Sleep+Better+Georgia%22+dental+dentist+patients,https://www.google.com/search?q=%22Sleep+Better+Georgia%22+%221719+Mt+Vernon+Rd%2C+Dunwoody%2C+GA+30338%22+%22%2B1770-626-5652%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
174,eligibility_review_block:9a78754eb6133ea8,2,direct_website_singleton,1,NYC_NY_L,www.sleepwellorthotics.com,google:cid:18166011723617241542,SleepWell Orthotics,"693 5th Ave Ste 1400, New York, NY 10022",Sleep clinic,https://www.sleepwellorthotics.com/,+1212-777-6725,https://www.google.com/maps?cid=18166011723617241542,https://www.google.com/search?q=site%3Awww.sleepwellorthotics.com+%22SleepWell+Orthotics%22+dental+dentist+patients,https://www.google.com/search?q=%22SleepWell+Orthotics%22+%22693+5th+Ave+Ste+1400%2C+New+York%2C+NY+10022%22+%22%2B1212-777-6725%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
175,eligibility_review_block:e9a6162a99add76b,2,direct_website_singleton,1,NYC_NY_L,www.sunriver.org,google:cid:14534325133775607876,Sun River Health Staten Island,"57 Bay St 1st & 3rd Floor, Staten Island, NY 10301",Medical clinic,https://www.sunriver.org/your-health/sun-river-health-staten-island/,+1844-400-1975,https://www.google.com/maps?cid=14534325133775607876,https://www.google.com/search?q=site%3Awww.sunriver.org+%22Sun+River+Health+Staten+Island%22+dental+dentist+patients,https://www.google.com/search?q=%22Sun+River+Health+Staten+Island%22+%2257+Bay+St+1st+%26+3rd+Floor%2C+Staten+Island%2C+NY+10301%22+%22%2B1844-400-1975%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
176,eligibility_review_block:39334aa2da413e50,2,direct_website_singleton,1,NYC_NY_L,www.superdoctors.com,google:cid:6683947002764799178,Head & Neck Surgical Group,"425 W 59th St #1, New York, NY 10019",Otolaryngology clinic,https://www.superdoctors.com/new-york-metro/hospital-clinic/Head-and-Neck-Surgical-Group/c8bd9019-fa74-4f4c-985a-8a1ec915098f.html,+1212-523-7791,https://www.google.com/maps?cid=6683947002764799178,https://www.google.com/search?q=site%3Awww.superdoctors.com+%22Head+%26+Neck+Surgical+Group%22+dental+dentist+patients,https://www.google.com/search?q=%22Head+%26+Neck+Surgical+Group%22+%22425+W+59th+St+%231%2C+New+York%2C+NY+10019%22+%22%2B1212-523-7791%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
177,eligibility_review_block:51e1ee095cd63c36,2,direct_website_singleton,1,Buffalo_NY_L,www.thecompound716.com,google:cid:18370073229225808885,Struggle Compound,"1841 Seneca St, Buffalo, NY 14210",Clothing store,https://www.thecompound716.com/,+1716-931-5046,https://www.google.com/maps?cid=18370073229225808885,https://www.google.com/search?q=site%3Awww.thecompound716.com+%22Struggle+Compound%22+dental+dentist+patients,https://www.google.com/search?q=%22Struggle+Compound%22+%221841+Seneca+St%2C+Buffalo%2C+NY+14210%22+%22%2B1716-931-5046%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
178,eligibility_review_block:a1d0e6e5db16a891,2,direct_website_singleton,1,SanFrancisco_CA_L,www.ucsfhealth.org,google:cid:4203807645744766748,"Richard Jordan, D.D.S.","1825 4th St, San Francisco, CA 94158",Pathologist,https://www.ucsfhealth.org/providers/dr-richard-c-jordan,+1415-885-7528,https://www.google.com/maps?cid=4203807645744766748,https://www.google.com/search?q=site%3Awww.ucsfhealth.org+%22Richard+Jordan%2C+D.D.S.%22+dental+dentist+patients,https://www.google.com/search?q=%22Richard+Jordan%2C+D.D.S.%22+%221825+4th+St%2C+San+Francisco%2C+CA+94158%22+%22%2B1415-885-7528%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
179,eligibility_review_block:8c56a146890145f2,2,direct_website_singleton,1,NYC_NY_L,www.urbanhealthplan.org,google:cid:8780094804165839386,Urban Health Plan,"1065 Southern Blvd, Bronx, NY 10459",Medical clinic,http://www.urbanhealthplan.org/,+1718-589-2440,https://www.google.com/maps?cid=8780094804165839386,https://www.google.com/search?q=site%3Awww.urbanhealthplan.org+%22Urban+Health+Plan%22+dental+dentist+patients,https://www.google.com/search?q=%22Urban+Health+Plan%22+%221065+Southern+Blvd%2C+Bronx%2C+NY+10459%22+%22%2B1718-589-2440%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
180,eligibility_review_block:158705282396dbfd,2,direct_website_singleton,1,Eureka_CA_S,www.va.gov,google:cid:14667082976660505393,Eureka VA Clinic,"930 W Harris St, Eureka, CA 95501",Medical clinic,https://www.va.gov/san-francisco-health-care/locations/eureka-va-clinic/,+1707-269-7500,https://www.google.com/maps?cid=14667082976660505393,https://www.google.com/search?q=site%3Awww.va.gov+%22Eureka+VA+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Eureka+VA+Clinic%22+%22930+W+Harris+St%2C+Eureka%2C+CA+95501%22+%22%2B1707-269-7500%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
181,eligibility_review_block:89092459c850517d,2,direct_website_singleton,1,LA_CA_L,www.venicefamilyclinic.org,google:cid:1439068570786713565,Venice Family Clinic - Simms/Mann Health Ctr,"2509 Pico Blvd, Santa Monica, CA 90405",Medical clinic,https://www.venicefamilyclinic.org/,+1310-392-8636,https://www.google.com/maps?cid=1439068570786713565,https://www.google.com/search?q=site%3Awww.venicefamilyclinic.org+%22Venice+Family+Clinic+-+Simms%2FMann+Health+Ctr%22+dental+dentist+patients,https://www.google.com/search?q=%22Venice+Family+Clinic+-+Simms%2FMann+Health+Ctr%22+%222509+Pico+Blvd%2C+Santa+Monica%2C+CA+90405%22+%22%2B1310-392-8636%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
182,eligibility_review_block:40aa3ebf615d3fda,2,direct_website_singleton,1,LA_CA_L,www.viacarela.org,google:cid:2329387890553899643,Via Care Cesar Chavez Health Center,"4755 E Cesar E Chavez Ave, East Los Angeles, CA 90022",Medical clinic,https://www.viacarela.org/,+1323-268-9191,https://www.google.com/maps?cid=2329387890553899643,https://www.google.com/search?q=site%3Awww.viacarela.org+%22Via+Care+Cesar+Chavez+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Via+Care+Cesar+Chavez+Health+Center%22+%224755+E+Cesar+E+Chavez+Ave%2C+East+Los+Angeles%2C+CA+90022%22+%22%2B1323-268-9191%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
183,eligibility_review_block:761ecb78576ac102,2,direct_website_singleton,1,NYC_NY_L,www.visodentnyc.com,google:cid:8290167571579195981,"VisoDent NYC - Teeth whitening, Invisalign, Aesthetics clinic","903 Park Avenue Main Floor Office, New York, NY 10075",Doctor,https://www.visodentnyc.com/,+1212-991-9095,https://www.google.com/maps?cid=8290167571579195981,https://www.google.com/search?q=site%3Awww.visodentnyc.com+%22VisoDent+NYC+-+Teeth+whitening%2C+Invisalign%2C+Aesthetics+clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22VisoDent+NYC+-+Teeth+whitening%2C+Invisalign%2C+Aesthetics+clinic%22+%22903+Park+Avenue+Main+Floor+Office%2C+New+York%2C+NY+10075%22+%22%2B1212-991-9095%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
184,eligibility_review_block:0f9c62a7cb88bc5b,2,direct_website_singleton,1,LA_CA_L,www.vistacommunityclinic.org,google:cid:17820276821066351545,VCC: The Gary Center,"201 S Harbor Blvd, La Habra, CA 90631",Medical clinic,https://www.vistacommunityclinic.org/events/grand-opening-vcc-gary-center/,+1562-264-6000,https://www.google.com/maps?cid=17820276821066351545,https://www.google.com/search?q=site%3Awww.vistacommunityclinic.org+%22VCC%3A+The+Gary+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22VCC%3A+The+Gary+Center%22+%22201+S+Harbor+Blvd%2C+La+Habra%2C+CA+90631%22+%22%2B1562-264-6000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
185,eligibility_review_block:7a29ede9493a7d8c,2,direct_website_singleton,1,LA_CA_L,www.wattshealth.org,google:cid:17870772743849719591,Watts Healthcare - Watts Health Center,"10300 Compton Ave, Los Angeles, CA 90002",Community health center,http://www.wattshealth.org/,+1323-564-4331,https://www.google.com/maps?cid=17870772743849719591,https://www.google.com/search?q=site%3Awww.wattshealth.org+%22Watts+Healthcare+-+Watts+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Watts+Healthcare+-+Watts+Health+Center%22+%2210300+Compton+Ave%2C+Los+Angeles%2C+CA+90002%22+%22%2B1323-564-4331%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
186,eligibility_review_block:bd420ca7392f1a01,2,direct_website_singleton,1,Atlanta_GA_L,www.whitefoord.org,google:cid:16197116083296152898,"Whitefoord, Inc.","35 Whitefoord Ave SE, Atlanta, GA 30317",Medical clinic,http://www.whitefoord.org/,+1404-373-6614,https://www.google.com/maps?cid=16197116083296152898,https://www.google.com/search?q=site%3Awww.whitefoord.org+%22Whitefoord%2C+Inc.%22+dental+dentist+patients,https://www.google.com/search?q=%22Whitefoord%2C+Inc.%22+%2235+Whitefoord+Ave+SE%2C+Atlanta%2C+GA+30317%22+%22%2B1404-373-6614%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
187,eligibility_review_block:f02162f4a2df191a,2,direct_website_singleton,1,NYC_NY_L,www.windsorpodiatry.com,google:cid:10928271238652832087,Windsor Podiatry,"1655 Flatbush Ave # A103, Brooklyn, NY 11210",Medical clinic,http://www.windsorpodiatry.com/,+1718-252-2727,https://www.google.com/maps?cid=10928271238652832087,https://www.google.com/search?q=site%3Awww.windsorpodiatry.com+%22Windsor+Podiatry%22+dental+dentist+patients,https://www.google.com/search?q=%22Windsor+Podiatry%22+%221655+Flatbush+Ave+%23+A103%2C+Brooklyn%2C+NY+11210%22+%22%2B1718-252-2727%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
188,eligibility_review_block:f3dfd5fc24484083,2,direct_website_singleton,1,NYC_NY_L,www.yai.org,google:cid:15896470951924789074,Premier HealthCare & YAI Center for Specialty Therapy,"227 E 41st St 8th floor, New York, NY 10017",Medical clinic,https://www.yai.org/locations/healthcare,+1212-273-6272,https://www.google.com/maps?cid=15896470951924789074,https://www.google.com/search?q=site%3Awww.yai.org+%22Premier+HealthCare+%26+YAI+Center+for+Specialty+Therapy%22+dental+dentist+patients,https://www.google.com/search?q=%22Premier+HealthCare+%26+YAI+Center+for+Specialty+Therapy%22+%22227+E+41st+St+8th+floor%2C+New+York%2C+NY+10017%22+%22%2B1212-273-6272%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
189,eligibility_review_block:a6f1f36cba13bcc3,3,phone_and_profile_singleton,1,Atlanta_GA_L,,google:cid:2428785299818441667,Medhanie Berhane,"2020 Peachtree Rd NW, Atlanta, GA 30309",Surgeon,,+1404-350-3602,https://www.google.com/maps?cid=2428785299818441667,,https://www.google.com/search?q=%22Medhanie+Berhane%22+%222020+Peachtree+Rd+NW%2C+Atlanta%2C+GA+30309%22+%22%2B1404-350-3602%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
190,eligibility_review_block:c45c0e23ada8fd09,3,phone_and_profile_singleton,1,Atlanta_GA_L,,google:cid:17876037465300181764,Southside Health Care Inc: Mills Anthony MD,"1046 Ridge Ave SW #4, Atlanta, GA 30315",Medical Center,,+1404-688-1350,https://www.google.com/maps?cid=17876037465300181764,,https://www.google.com/search?q=%22Southside+Health+Care+Inc%3A+Mills+Anthony+MD%22+%221046+Ridge+Ave+SW+%234%2C+Atlanta%2C+GA+30315%22+%22%2B1404-688-1350%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
191,eligibility_review_block:c9b86f0155b41261,3,phone_and_profile_singleton,1,Augusta_GA_L,,google:cid:16042696556243485449,TMJ Associates,"456 Furys Ferry Rd, Augusta, GA 30907",Cancer treatment center,,+1706-836-8840,https://www.google.com/maps?cid=16042696556243485449,,https://www.google.com/search?q=%22TMJ+Associates%22+%22456+Furys+Ferry+Rd%2C+Augusta%2C+GA+30907%22+%22%2B1706-836-8840%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
192,eligibility_review_block:993c355ef4785fad,3,phone_and_profile_singleton,1,Buffalo_NY_L,,google:cid:16190680881071780487,City Smiles,"2264 Main St Apt 1, Buffalo, NY 14214",Medical clinic,,+1716-837-4029,https://www.google.com/maps?cid=16190680881071780487,,https://www.google.com/search?q=%22City+Smiles%22+%222264+Main+St+Apt+1%2C+Buffalo%2C+NY+14214%22+%22%2B1716-837-4029%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
193,eligibility_review_block:de11e0dc34fb36d9,3,phone_and_profile_singleton,1,Buffalo_NY_L,,google:cid:11366070002874749651,Dr MGK,"University at Buffalo South Campus, State, 3435 Main St, Buffalo, NY 14215",,,+1304-508-8588,https://www.google.com/maps?cid=11366070002874749651,,https://www.google.com/search?q=%22Dr+MGK%22+%22University+at+Buffalo+South+Campus%2C+State%2C+3435+Main+St%2C+Buffalo%2C+NY+14215%22+%22%2B1304-508-8588%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
194,eligibility_review_block:9bcc91b45e04eebf,3,phone_and_profile_singleton,1,Buffalo_NY_L,,google:cid:126764987546349880,Smile Direct Club,"Located inside Sola Salon, 4110 Maple Rd, Buffalo, NY 14226",Health and beauty shop,,+1800-688-4010,https://www.google.com/maps?cid=126764987546349880,,https://www.google.com/search?q=%22Smile+Direct+Club%22+%22Located+inside+Sola+Salon%2C+4110+Maple+Rd%2C+Buffalo%2C+NY+14226%22+%22%2B1800-688-4010%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
195,eligibility_review_block:41efcc276edea1f7,3,phone_and_profile_singleton,1,Buffalo_NY_L,,google:cid:4884419086949519441,The Cardiac Connection,"5427 Transit Rd, Williamsville, NY 14221",Medical clinic,,+1716-639-0200,https://www.google.com/maps?cid=4884419086949519441,,https://www.google.com/search?q=%22The+Cardiac+Connection%22+%225427+Transit+Rd%2C+Williamsville%2C+NY+14221%22+%22%2B1716-639-0200%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
196,eligibility_review_block:fba07c19aa99e90a,3,phone_and_profile_singleton,1,Eureka_CA_S,,google:cid:637581436883905048,Casey Kelly,"2200 Tydd St, Eureka, CA 95501",Physician assistant,,+1707-269-7051,https://www.google.com/maps?cid=637581436883905048,,https://www.google.com/search?q=%22Casey+Kelly%22+%222200+Tydd+St%2C+Eureka%2C+CA+95501%22+%22%2B1707-269-7051%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
197,eligibility_review_block:04ca1c406fc2af4a,3,phone_and_profile_singleton,1,FortBragg_CA_S,,google:cid:7813504546310747474,Align Orthotics & Prosthetics,"401 Cypress St, Fort Bragg, CA 95437",Orthotics & prosthetics service,,+1707-937-3003,https://www.google.com/maps?cid=7813504546310747474,,https://www.google.com/search?q=%22Align+Orthotics+%26+Prosthetics%22+%22401+Cypress+St%2C+Fort+Bragg%2C+CA+95437%22+%22%2B1707-937-3003%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
198,eligibility_review_block:e9ad4d4fff724825,3,phone_and_profile_singleton,1,FortBragg_CA_S,,google:cid:8005356864665464194,My Beautiful Nails,"120 E Redwood Ave, Fort Bragg, CA 95437",Nail salon,,+1707-964-3001,https://www.google.com/maps?cid=8005356864665464194,,https://www.google.com/search?q=%22My+Beautiful+Nails%22+%22120+E+Redwood+Ave%2C+Fort+Bragg%2C+CA+95437%22+%22%2B1707-964-3001%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
199,eligibility_review_block:b6a5c9b5a59d6464,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:3746368657671100983,AmeriplanUsa,"760 W Lomita Blvd, Harbor City, CA 90710",Chiropractor,,+1800-467-0708,https://www.google.com/maps?cid=3746368657671100983,,https://www.google.com/search?q=%22AmeriplanUsa%22+%22760+W+Lomita+Blvd%2C+Harbor+City%2C+CA+90710%22+%22%2B1800-467-0708%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
200,eligibility_review_block:a279597c1f1bcfba,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:14188941666966415095,Appliance Therapy Group,"9129 Lurline Ave, Chatsworth, CA 91311",Appliance store,,+1800-423-3270,https://www.google.com/maps?cid=14188941666966415095,,https://www.google.com/search?q=%22Appliance+Therapy+Group%22+%229129+Lurline+Ave%2C+Chatsworth%2C+CA+91311%22+%22%2B1800-423-3270%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
201,eligibility_review_block:b07f6a619e55d6f2,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:2810400098018904937,Best Choice Denture Implants and Repair,"8833 Reseda Blvd, Northridge, CA 91324",Denture care center,,+1213-733-9617,https://www.google.com/maps?cid=2810400098018904937,,https://www.google.com/search?q=%22Best+Choice+Denture+Implants+and+Repair%22+%228833+Reseda+Blvd%2C+Northridge%2C+CA+91324%22+%22%2B1213-733-9617%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
202,eligibility_review_block:18128ac84c4d359b,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:17695359038008349542,Beverly Hills Augmentation & Tuck,"436 N Roxbury Dr Ste Penthouse South B, Beverly Hills, CA 90210",Plastic surgeon,,+1310-999-0418,https://www.google.com/maps?cid=17695359038008349542,,https://www.google.com/search?q=%22Beverly+Hills+Augmentation+%26+Tuck%22+%22436+N+Roxbury+Dr+Ste+Penthouse+South+B%2C+Beverly+Hills%2C+CA+90210%22+%22%2B1310-999-0418%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
203,eligibility_review_block:4ff6d04b5a110b97,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:8725559073317735762,Denture Care Services,"4686 Woodside Dr Apt 201, Los Angeles, CA 90065",Denture care center,,+1626-263-8528,https://www.google.com/maps?cid=8725559073317735762,,https://www.google.com/search?q=%22Denture+Care+Services%22+%224686+Woodside+Dr+Apt+201%2C+Los+Angeles%2C+CA+90065%22+%22%2B1626-263-8528%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
204,eligibility_review_block:15c0309c3c9fc3b9,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:5006005254849634573,Dr. Martin Galstyan,"813 Fair Oaks Ave, South Pasadena, CA 91030",Medical clinic,,+1626-593-0053,https://www.google.com/maps?cid=5006005254849634573,,https://www.google.com/search?q=%22Dr.+Martin+Galstyan%22+%22813+Fair+Oaks+Ave%2C+South+Pasadena%2C+CA+91030%22+%22%2B1626-593-0053%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
205,eligibility_review_block:c013c3dc307ae282,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:2649598478930240656,Dr. Ruben Baghdassarian,"2888 Long Beach Blvd #265, Long Beach, CA 90806",Urologist,,+1562-598-6166,https://www.google.com/maps?cid=2649598478930240656,,https://www.google.com/search?q=%22Dr.+Ruben+Baghdassarian%22+%222888+Long+Beach+Blvd+%23265%2C+Long+Beach%2C+CA+90806%22+%22%2B1562-598-6166%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
206,eligibility_review_block:932b150e4e68c68d,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:4180294560927685777,Foster Mall,"13408 Woodruff Ave, Bellflower, CA 90706",Shopping mall,,+1626-802-5595,https://www.google.com/maps?cid=4180294560927685777,,https://www.google.com/search?q=%22Foster+Mall%22+%2213408+Woodruff+Ave%2C+Bellflower%2C+CA+90706%22+%22%2B1626-802-5595%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
207,eligibility_review_block:e1af862ce0923dd2,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:7491525317975939457,Jeffrey Ashraf Hammoudeh,"1510 San Pablo St, Los Angeles, CA 90033",Plastic surgeon,,+1323-442-5908,https://www.google.com/maps?cid=7491525317975939457,,https://www.google.com/search?q=%22Jeffrey+Ashraf+Hammoudeh%22+%221510+San+Pablo+St%2C+Los+Angeles%2C+CA+90033%22+%22%2B1323-442-5908%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
208,eligibility_review_block:cb98f9a6be846e47,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:706109540966761708,"Mark M. Urata, MD","4650 Sunset Blvd, Los Angeles, CA 90027",Plastic surgeon,,+1323-361-2154,https://www.google.com/maps?cid=706109540966761708,,https://www.google.com/search?q=%22Mark+M.+Urata%2C+MD%22+%224650+Sunset+Blvd%2C+Los+Angeles%2C+CA+90027%22+%22%2B1323-361-2154%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
209,eligibility_review_block:69918f93543f1e20,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:11349239648908701467,Mr. John Whitley,"10436 Sepulveda Blvd, Mission Hills, CA 91345",Medical clinic,,+1562-445-4267,https://www.google.com/maps?cid=11349239648908701467,,https://www.google.com/search?q=%22Mr.+John+Whitley%22+%2210436+Sepulveda+Blvd%2C+Mission+Hills%2C+CA+91345%22+%22%2B1562-445-4267%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
210,eligibility_review_block:89b8b4dabb24bec0,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:9661089799132322437,Mundrugstore,"6333 W 3rd St, Los Angeles, CA 90036",Alternative medicine practitioner,,+1561-285-2397,https://www.google.com/maps?cid=9661089799132322437,,https://www.google.com/search?q=%22Mundrugstore%22+%226333+W+3rd+St%2C+Los+Angeles%2C+CA+90036%22+%22%2B1561-285-2397%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
211,eligibility_review_block:076620a60702bd7f,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:11990484528381377309,"Pearlman D Hicks, Jr, MD","2360 Long Beach Blvd, Long Beach, CA 90806",Plastic surgeon,,+1562-595-9493,https://www.google.com/maps?cid=11990484528381377309,,https://www.google.com/search?q=%22Pearlman+D+Hicks%2C+Jr%2C+MD%22+%222360+Long+Beach+Blvd%2C+Long+Beach%2C+CA+90806%22+%22%2B1562-595-9493%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
212,eligibility_review_block:3f2c09d94c4caf37,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:8019442712982059650,Primary Denture Repair and Implants,"15234 Crenshaw Blvd, Gardena, CA 90249",Denture care center,,+1424-610-9061,https://www.google.com/maps?cid=8019442712982059650,,https://www.google.com/search?q=%22Primary+Denture+Repair+and+Implants%22+%2215234+Crenshaw+Blvd%2C+Gardena%2C+CA+90249%22+%22%2B1424-610-9061%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
213,eligibility_review_block:ced90942ddaf0cf2,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:15466958758423106428,Sleep Apnea Sherman Oaks,"4521 Sherman Oaks Ave Ste 201, Sherman Oaks, CA 91403",Sleep clinic,,+1323-287-9569,https://www.google.com/maps?cid=15466958758423106428,,https://www.google.com/search?q=%22Sleep+Apnea+Sherman+Oaks%22+%224521+Sherman+Oaks+Ave+Ste+201%2C+Sherman+Oaks%2C+CA+91403%22+%22%2B1323-287-9569%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
214,eligibility_review_block:536e252326dc6742,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:7827430601838141701,Studer Performance Art,"4135 Laurel Canyon Blvd, Studio City, CA 91604",Music instruction,,+1818-284-2468,https://www.google.com/maps?cid=7827430601838141701,,https://www.google.com/search?q=%22Studer+Performance+Art%22+%224135+Laurel+Canyon+Blvd%2C+Studio+City%2C+CA+91604%22+%22%2B1818-284-2468%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
215,eligibility_review_block:470d90260693674d,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:9861830449886396311,TelerainMD-Online Doctor Consultation,"19360 Rinaldi St #375, Porter Ranch, CA 91326",Home health care service,,+1858-437-5812,https://www.google.com/maps?cid=9861830449886396311,,https://www.google.com/search?q=%22TelerainMD-Online+Doctor+Consultation%22+%2219360+Rinaldi+St+%23375%2C+Porter+Ranch%2C+CA+91326%22+%22%2B1858-437-5812%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
216,eligibility_review_block:3f21e0a4570e8447,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:15840384001208137121,The Allergy Eliminator,"1306 W Glenoaks Blvd, Glendale, CA 91201",Medical clinic,,+1818-247-4766,https://www.google.com/maps?cid=15840384001208137121,,https://www.google.com/search?q=%22The+Allergy+Eliminator%22+%221306+W+Glenoaks+Blvd%2C+Glendale%2C+CA+91201%22+%22%2B1818-247-4766%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
217,eligibility_review_block:2002a0bcb3a5a556,3,phone_and_profile_singleton,1,LA_CA_L,,google:cid:8776957313786257906,U Snore No More Treatment Center,"25856 Hemingway Ave, Stevenson Ranch, CA 91381",Medical clinic,,+1818-205-1122,https://www.google.com/maps?cid=8776957313786257906,,https://www.google.com/search?q=%22U+Snore+No+More+Treatment+Center%22+%2225856+Hemingway+Ave%2C+Stevenson+Ranch%2C+CA+91381%22+%22%2B1818-205-1122%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
