market,profile_key,title,address,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on
NYC_NY_L,google:cid:12108429306634589123,Tooth Preventive Dental,"56 W 45th St Ste 121b, New York, NY 10036",exclude_non_dentist_category,Linked website is a plastic-surgery practice and conflicts with the dental-like profile title; no dental-practice evidence was found.,https://millennialplasticsurgery.com/,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:10426579078660064972,URvet Care - Upper East Side NYC,"1432 2nd Ave, New York, NY 10021",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,https://urvetcare.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:6458159380476270644,URvet Care Medical Center - Astoria,"30-80 Steinway St, Astoria, NY 11103",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,https://www.urvetcare.com/,category_identity_audit,2026-09-24
NYC_NY_L,google:cid:10390034255530110063,Union Community Health Center - (188th St.),"260 E 188th St, Bronx, NY 10458",include_dental_provider,Official Union Community Health Center evidence identifies this exact Bronx location as providing patient dental care.,https://www.uchcbronx.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:4935697797244785263,Union Community Health Center - (2021 Grand Concourse),"2021 Grand Concourse, Bronx, NY 10453",include_dental_provider,Official Union Community Health Center evidence identifies this exact Bronx location as providing patient dental care.,https://www.uchcbronx.org/services/dental/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:17125209626621041816,Urban Horizons Family Health Center,"50 E 168th St, Bronx, NY 10452",exclude_non_dentist_category,"Official Institute location listing for Urban Horizons does not include dental care, while dental is explicitly listed for other Institute sites.",https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:5364480293788529244,Walton Family Health Center,"1894 Walton Ave, Bronx, NY 10453",include_dental_provider,Official Institute location page identifies Walton Family Health Center as offering Dental Care.,https://institute.org/health-care/locations/,official_and_authoritative_web_audit,2026-09-24
NYC_NY_L,google:cid:13273596330883979830,White Plains Road Medical,"3050 White Plains Rd, Bronx, NY 10467",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.google.com/maps?cid=13273596330883979830,focused_title_evidence_audit,2026-09-24
NYC_NY_L,google:cid:829078247034327752,Yeung's Dental Care Pc.,"139 Centre St, New York, NY 10013",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,http://www.michaelyeungdds.com/,focused_title_evidence_audit,2026-09-24
SanFrancisco_CA_L,google:cid:1136265689670014385,EDT,"500 Sansome St #604, San Francisco, CA 94111",exclude_non_dentist_category,Dental supply store rather than a patient-facing practice.,https://www.google.com/maps?cid=1136265689670014385,category_identity_audit,2026-09-24
SanFrancisco_CA_L,google:cid:10093308157411752934,Equity Health (FKA: South of Market Health Center),"229 7th St, San Francisco, CA 94103",include_dental_provider,Official location page matches the address and explicitly lists adult and pediatric dental services.,https://equityhealth.org/locations/,official_site_audit,2026-09-24
SanFrancisco_CA_L,google:cid:13058951680095620928,"Heena Gupta, DDS","4145 24th St, San Francisco, CA 94114",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.aestheticsmiles.com/,focused_title_evidence_audit,2026-09-24
SanFrancisco_CA_L,google:cid:5762704364537589299,Mary Anne Baysac,"4200 California St #210, San Francisco, CA 941181379",include_dental_provider,"Official practice site identifies Dr. Baysac, patient appointments, and the exact suite.",https://www.sanfranciscodentalcare.com/,official_site_audit,2026-09-24
SanFrancisco_CA_L,google:cid:17476784778993193224,North East Medical Services (NEMS) - 1520 Stockton Clinic,"1520 Stockton St, San Francisco, CA 94133",include_dental_provider,Official NEMS location and dental pages identify dental services at 1520 Stockton St.,https://www.nems.org/business-providers/chinatown-1520-stockton-clinic/,focused_title_evidence_audit,2026-09-24
SanFrancisco_CA_L,google:cid:12361441957666704287,North East Medical Services (NEMS) - San Bruno Avenue,"2574 San Bruno Ave, San Francisco, CA 94134",include_dental_provider,Official NEMS location page matches 2574 San Bruno Ave and explicitly lists Dental.,https://www.nems.org/business-providers/portola-2574-san-bruno-clinic/,focused_title_evidence_audit,2026-09-24
SanFrancisco_CA_L,google:cid:5255491931704483084,"Raul A. Montalvo, DDS","773 14th St Ste B, San Francisco, CA 94114",include_dental_provider,Exact title and linked source identify a patient-facing dental provider.,https://www.raulmontalvodds.com/,focused_title_evidence_audit,2026-09-24
SanFrancisco_CA_L,google:cid:11964296551902599073,TCP Implant Courses & Live Implant Training,"98 10th St, San Francisco, CA 94103",exclude_non_dentist_category,Implant training course rather than a patient-facing dental provider.,https://implantologycourses.com/location/san-francisco-ca/,category_identity_audit,2026-09-24
SaranacLake_NY_S,google:cid:1212470625018711344,Mountain Medical Services Saranac Lake,"354 Broadway, Saranac Lake, NY 12983",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,https://www.mountainmedical.net/,focused_title_evidence_audit,2026-09-24
Syracuse_NY_M,google:cid:7860111365534161918,St. Joseph's Health Hospital,"301 Prospect Ave, Syracuse, NY 13203",exclude_non_dentist_category,Exact title and linked source identify a non-dental medical or institutional listing; no exact-location dental service was found.,http://www.sjhsyr.org/,focused_title_evidence_audit,2026-09-24
Vidalia_GA_S,google:cid:5432786541802348760,East Georgia Healthcare Center,"118 Alice Coleman Dr, Vidalia, GA 30474",include_dental_provider,Official health-center dental page matches the address and lists a full-service dental office.,https://eghc.org/services/dental/,official_site_audit,2026-09-24
Vidalia_GA_S,google:cid:14613503648955258273,Four Rivers Veterinary Center,"1901 Commerce Dr, Vidalia, GA 30474",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,http://www.fourriversvet.com/,category_identity_audit,2026-09-24
Vidalia_GA_S,google:cid:5048611281571284389,Vidalia Veterinary Clinic,"303 W 1st St, Vidalia, GA 30474",exclude_non_dentist_category,Veterinary provider rather than a human dental provider.,http://www.vidaliaveterinaryclinic.com/,category_identity_audit,2026-09-24
