decision_id,market,profile_key,title,address,observed_sources,observed_categories,observed_source_decisions,profile_status_basis,allowed_manual_decisions,manual_decision,decision_evidence,evidence_url,reviewed_by,reviewed_on,category_group_id,category_rule_pattern,category_rule_reasons,unknown_categories,dental_title_signals,nondental_title_signals,category_nonprovider_signals,suggested_manual_decision,review_tier,suggestion_basis,automatic_final_decision_applied,source_phone,source_domain,source_website_url,source_votes_count,source_latitude,source_longitude,direct_profile_evidence_url,existing_evidence_route,normalized_source_domain,review_block_id,review_block_basis,row_review_note
profile:Atlanta_GA_L:google:cid:13898945642818331032,Atlanta_GA_L,google:cid:13898945642818331032,Grady Health System,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:7a6fb05b52cfaa84,unknown,,Hospital,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1404-616-1000,www.gradyhealth.org,https://www.gradyhealth.org/?utm_source=gmb&utm_medium=organic&utm_campaign=sitelink&utm_id=grady,5.0,33.7517652,-84.3819669,https://www.google.com/maps?cid=13898945642818331032,website_then_google_profile,www.gradyhealth.org,eligibility_review_block:5bdcb863be4d6bd3,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Augusta_GA_L:google:cid:4908311652064968016,Augusta_GA_L,google:cid:4908311652064968016,VA Downtown Division,"950 15th St, Augusta, GA 30901",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:7a6fb05b52cfaa84,unknown,,Hospital,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-733-0188,www.augusta.va.gov,https://www.augusta.va.gov/locations/directions.asp,110.0,33.4730357,-81.9872986,https://www.google.com/maps?cid=4908311652064968016,website_then_google_profile,www.augusta.va.gov,eligibility_review_block:7cbbc7672ac0742d,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:FortBragg_CA_S:google:cid:5493462293064925102,FortBragg_CA_S,google:cid:5493462293064925102,Adventist Health Mendocino Coast,"700 River Dr, Fort Bragg, CA 95437",maps_core,Hospital,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:7a6fb05b52cfaa84,unknown,,Hospital,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1707-961-1234,www.adventisthealth.org,https://www.adventisthealth.org/mendocino-coast/,949.0,39.4316224,-123.8003007,https://www.google.com/maps?cid=5493462293064925102,website_then_google_profile,www.adventisthealth.org,eligibility_review_block:29f38db4cdbc594d,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Buffalo_NY_L:google:cid:11366070002874749651,Buffalo_NY_L,google:cid:11366070002874749651,Dr MGK,"University at Buffalo South Campus, State, 3435 Main St, Buffalo, NY 14215",maps_specialist,,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:7f6c6360ca5455ff,unknown,,<blank category>,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1304-508-8588,,,292.0,42.9533778,-78.8182806,https://www.google.com/maps?cid=11366070002874749651,google_profile_only,,eligibility_review_block:de11e0dc34fb36d9,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Eureka_CA_S:google:cid:7161334439902583112,Eureka_CA_S,google:cid:7161334439902583112,Partnership Healthplan Of California,"1036 5th St, Eureka, CA 95501",maps_core,Government office,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:80bfcb676b0ff00e,unknown,,Government office,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-863-4155,www.partnershiphp.org,http://www.partnershiphp.org/,7.0,40.8026082,-124.159647,https://www.google.com/maps?cid=7161334439902583112,website_then_google_profile,www.partnershiphp.org,eligibility_review_block:b239fe801ce6031c,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:8712220723097576755,NYC_NY_L,google:cid:8712220723097576755,John Spina Dpm,"2015 Bath Ave, Brooklyn, NY 11214",business_listings,Podiatrist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:83a1f37e83b51b28,unknown,,Podiatrist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1718-313-0065,,,,40.6012544,-74.0008853,https://www.google.com/maps?cid=8712220723097576755,google_profile_only,,eligibility_review_block:f04795ccc9044ba1,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Augusta_GA_L:google:cid:2881003103519768575,Augusta_GA_L,google:cid:2881003103519768575,ALAS Free Women's Clinic,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8550c2bf40cd4dfa,manual_review,Free clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-426-1643,www.alas-csra.org,https://www.alas-csra.org/womens-clinic,,33.4751219,-82.0006897,https://www.google.com/maps?cid=2881003103519768575,website_then_google_profile,www.alas-csra.org,eligibility_review_block:412c3c0374129aa8,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Augusta_GA_L:google:cid:16620118602434899245,Augusta_GA_L,google:cid:16620118602434899245,Centro Médico,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8550c2bf40cd4dfa,manual_review,Free clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,,www.alas-csra.org,http://www.alas-csra.org/,3.0,33.4751286,-82.00070989999999,https://www.google.com/maps?cid=16620118602434899245,website_then_google_profile,www.alas-csra.org,eligibility_review_block:412c3c0374129aa8,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Augusta_GA_L:google:cid:1016625347654546775,Augusta_GA_L,google:cid:1016625347654546775,Clínica Latina,"904 Merry St, Augusta, GA 30904",maps_core,Free clinic,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8550c2bf40cd4dfa,manual_review,Free clinic: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-940-2527,www.alas-csra.org,http://www.alas-csra.org/clinica-latina-1,5.0,33.4751276,-82.0007523,https://www.google.com/maps?cid=1016625347654546775,website_then_google_profile,www.alas-csra.org,eligibility_review_block:412c3c0374129aa8,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:15738244679380707742,LA_CA_L,google:cid:15738244679380707742,K9 LOFT,"2170 Sunset Blvd, Los Angeles, CA 90026",business_listings,Pet boarding service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:85cb6619e39fd7d5,unknown,,Pet boarding service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1213-484-6006,www.k9loft.com,http://www.k9loft.com/,216.0,34.0776016,-118.2659924,https://www.google.com/maps?cid=15738244679380707742,website_then_google_profile,www.k9loft.com,eligibility_review_block:deaaf2fef2a1628f,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:5546745703059237379,LA_CA_L,google:cid:5546745703059237379,Yang Bao Bin MD,"149 N 6th St, Montebello, CA 90640",business_listings,Cardiologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:87792a8b95e277fa,unknown,,Cardiologist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-721-5121,,,1.0,34.011382,-118.1057774,https://www.google.com/maps?cid=5546745703059237379,google_profile_only,,eligibility_review_block:0afc4d33c90a61aa,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Atlanta_GA_L:google:cid:11085259445198486597,Atlanta_GA_L,google:cid:11085259445198486597,Smile Direct Club,"Located in Peachtree Offices, 3355 Lenox Rd NE Suite 750, Atlanta, GA 30326",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8ab421eda41309f2,unknown,,Health and beauty shop,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-688-4010,smiledirectclub.com,https://smiledirectclub.com/location?shop=Atlanta%20-%20Buckhead%20Lenox&shopId=4a3982e2-1c0d-475f-8ffd-b33206a658e7,1657.0,33.846719799999995,-84.3579821,https://www.google.com/maps?cid=11085259445198486597,website_then_google_profile,smiledirectclub.com,eligibility_review_block:5d71e81bea632f59,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Buffalo_NY_L:google:cid:126764987546349880,Buffalo_NY_L,google:cid:126764987546349880,Smile Direct Club,"Located inside Sola Salon, 4110 Maple Rd, Buffalo, NY 14226",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8ab421eda41309f2,unknown,,Health and beauty shop,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-688-4010,,,402.0,42.9921032,-78.8109345,https://www.google.com/maps?cid=126764987546349880,google_profile_only,,eligibility_review_block:9bcc91b45e04eebf,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:11474776953858767803,NYC_NY_L,google:cid:11474776953858767803,Smile Direct Club,"242 5th Ave, New York, NY 10001",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8ab421eda41309f2,unknown,,Health and beauty shop,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-688-4010,smiledirectclub.com,https://smiledirectclub.com/smileshops/flat-iron-nyc/,819.0,40.7445656,-73.9877588,https://www.google.com/maps?cid=11474776953858767803,website_then_google_profile,smiledirectclub.com,eligibility_review_block:5d71e81bea632f59,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:9001258392962397789,NYC_NY_L,google:cid:9001258392962397789,Smile Direct Club,"525 Atlantic Ave, Brooklyn, NY 11217",business_listings,Health and beauty shop,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8ab421eda41309f2,unknown,,Health and beauty shop,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1800-688-4010,smiledirectclub.com,https://smiledirectclub.com/smileshops/brooklyn-downtown/,1273.0,40.6853297,-73.9801086,https://www.google.com/maps?cid=9001258392962397789,website_then_google_profile,smiledirectclub.com,eligibility_review_block:5d71e81bea632f59,shared_domain_within_category_group,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:15999424789158348057,SanFrancisco_CA_L,google:cid:15999424789158348057,"University of the Pacific, Arthur A. Dugoni School of Dentistry","155 5th St, San Francisco, CA 94103",business_listings,University,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8c78ac49852cece2,unknown,,University,dentistry,school_or_training,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-929-6501,www.pacific.edu,http://www.pacific.edu/dental,347.0,37.7822541,-122.4053174,https://www.google.com/maps?cid=15999424789158348057,website_then_google_profile,www.pacific.edu,eligibility_review_block:32c78f498de5b468,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:6815302961615898188,NYC_NY_L,google:cid:6815302961615898188,Medical Orthodontics,"45 Park Ave PH 01, New York, NY 10016",business_listings,Medical spa,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8c88af6de3a4ac5e,unknown,,Medical spa,orthodontic,medical,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1212-779-8442,www.medicalorthodontics.org,http://www.medicalorthodontics.org/,,40.7487272,-73.9797616,https://www.google.com/maps?cid=6815302961615898188,website_then_google_profile,www.medicalorthodontics.org,eligibility_review_block:fb16e77201fa99ba,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:10983116578148769284,SanFrancisco_CA_L,google:cid:10983116578148769284,Facial Therapy Studio,"90 Gough St, San Francisco, CA 94102",business_listings,Medical spa,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8c88af6de3a4ac5e,unknown,,Medical spa,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-706-7687,www.facialtherapystudio.com,https://www.facialtherapystudio.com/,,37.773738,-122.4221511,https://www.google.com/maps?cid=10983116578148769284,website_then_google_profile,www.facialtherapystudio.com,eligibility_review_block:30ec380e1ff1d19e,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:12780241047922579012,SanFrancisco_CA_L,google:cid:12780241047922579012,"Joan Demartini Warren, PSYD","1738 Union St, San Francisco, CA 94123",business_listings,Psychologist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:8cc3af3cb556b0b4,unknown,,Psychologist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-262-0166,,,,37.7982878,-122.4279824,https://www.google.com/maps?cid=12780241047922579012,google_profile_only,,eligibility_review_block:2e793ca1063b8f0e,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Eureka_CA_S:google:cid:10342098488761581509,Eureka_CA_S,google:cid:10342098488761581509,Pure Makeup Studio & Med Spa,"522 F St, Eureka, CA 95501",maps_core,Make-up artist,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:951745147fdc1790,unknown,,Make-up artist,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1707-442-9200,puremakeupstore.com,http://puremakeupstore.com/,8.0,40.8013764,-124.1661406,https://www.google.com/maps?cid=10342098488761581509,website_then_google_profile,puremakeupstore.com,eligibility_review_block:bc1100121070e6f7,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Eureka_CA_S:google:cid:1858770223063797444,Eureka_CA_S,google:cid:1858770223063797444,North Coast Clinics Network,"1036 5th St Ste c, Eureka, CA 95501",maps_core,Business administration service,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:95a4c5f41bb94bef,unknown,,Business administration service,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1707-444-6226,www.northcoastclinics.org,http://www.northcoastclinics.org/,2.0,40.8025617,-124.1595674,https://www.google.com/maps?cid=1858770223063797444,website_then_google_profile,www.northcoastclinics.org,eligibility_review_block:378cfb7193162fc7,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Macon_GA_M:google:cid:15706617772192173359,Macon_GA_M,google:cid:15706617772192173359,First Choice Primary Care: Rountree Rhonda MD,"770 Walnut St # 7A, Macon, GA 31201",maps_core,Registered general nurse,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:97f57507e4664de1,unknown,,Registered general nurse,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1478-787-4266,www.firstchoiceprimarycare.org,https://www.firstchoiceprimarycare.org/,1.0,32.8404116,-83.6296158,https://www.google.com/maps?cid=15706617772192173359,website_then_google_profile,www.firstchoiceprimarycare.org,eligibility_review_block:a9e4d4d3b293fb70,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:16938644178152517497,LA_CA_L,google:cid:16938644178152517497,Chinatown Service Center,"767 N Hill St, Los Angeles, CA 90012",maps_core,Health,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:996c37683b16ba16,unknown,,Health,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1213-808-1792,www.cscla.org,https://www.cscla.org/,343.0,34.0626606,-118.2400077,https://www.google.com/maps?cid=16938644178152517497,website_then_google_profile,www.cscla.org,eligibility_review_block:e2652efb5e169a07,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:Toccoa_GA_S:google:cid:13320476754117954318,Toccoa_GA_S,google:cid:13320476754117954318,Stephens County Health Department,"64 N Blvd, Toccoa, GA 30577",maps_core,Health,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:996c37683b16ba16,unknown,,Health,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1706-282-4507,phdistrict2.org,https://phdistrict2.org/stephens-county-health-department/,13.0,34.581581799999995,-83.3145165,https://www.google.com/maps?cid=13320476754117954318,website_then_google_profile,phdistrict2.org,eligibility_review_block:25a091681609301a,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:SanFrancisco_CA_L:google:cid:11372912843166958775,SanFrancisco_CA_L,google:cid:11372912843166958775,Envoy Health,"5432 Geary Blvd Unit 787, San Francisco, CA 94121",business_listings,Health consultant,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:9b7c162f3e96d8ac,unknown,,Health consultant,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1415-406-6339,www.envoyhealth.io,https://www.envoyhealth.io/,,37.7806336,-122.4779216,https://www.google.com/maps?cid=11372912843166958775,website_then_google_profile,www.envoyhealth.io,eligibility_review_block:86ab1347f293960d,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:4203108899044058271,LA_CA_L,google:cid:4203108899044058271,Uniformland,"23360 Valencia Blvd Ste G, Valencia, CA 91355",business_listings,Uniform store,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a11b09fd5b033ba3,unknown,,Uniform store,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1661-255-2033,uniform.land,http://uniform.land/,27.0,34.4215503,-118.5466238,https://www.google.com/maps?cid=4203108899044058271,website_then_google_profile,uniform.land,eligibility_review_block:29bce50425de23df,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:4180294560927685777,LA_CA_L,google:cid:4180294560927685777,Foster Mall,"13408 Woodruff Ave, Bellflower, CA 90706",business_listings,Shopping mall,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a610b283ab567286,unknown,,Shopping mall,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1626-802-5595,,,,33.9091494,-118.1163364,https://www.google.com/maps?cid=4180294560927685777,google_profile_only,,eligibility_review_block:932b150e4e68c68d,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:4243264581896210541,LA_CA_L,google:cid:4243264581896210541,POLY PLAZA,"1434 Atlantic Ave, Long Beach, CA 90813",business_listings,Shopping mall,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a610b283ab567286,unknown,,Shopping mall,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,,,,1.0,33.7840784,-118.184216,https://www.google.com/maps?cid=4243264581896210541,google_profile_only,,eligibility_review_block:84024fdd1b906b78,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:11349040228690126297,LA_CA_L,google:cid:11349040228690126297,AltaMed Medical and Dental Group - South Gate,"8627 Atlantic Ave, South Gate, CA 90280",business_listings,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a7d77b97fc90c3df,manual_review,Medical group: Category alone does not establish whether dental care is provided,,dental,medical,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1888-499-9303,www.altamed.org,http://www.altamed.org/,178.0,33.9544347,-118.1841698,https://www.google.com/maps?cid=11349040228690126297,website_then_google_profile,www.altamed.org,eligibility_review_block:44f13bc44b5fc9a8,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:17148503378792403798,LA_CA_L,google:cid:17148503378792403798,Wesley Health Clinic,"522 San Pedro St, Los Angeles, CA 90013",maps_core,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a7d77b97fc90c3df,manual_review,Medical group: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1562-867-7999,wesleyhealthcenters.com,http://wesleyhealthcenters.com/,81.0,34.043420999999995,-118.244091,https://www.google.com/maps?cid=17148503378792403798,website_then_google_profile,wesleyhealthcenters.com,eligibility_review_block:efc0ad29675fa663,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:8951881897675096385,NYC_NY_L,google:cid:8951881897675096385,Virtual House Call Docs NYC,"970 Park Ave Ste 1, New York, NY 10028",business_listings,Medical group,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:a7d77b97fc90c3df,manual_review,Medical group: Category alone does not establish whether dental care is provided,,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1646-520-0628,,,,40.7781965,-73.9589393,https://www.google.com/maps?cid=8951881897675096385,google_profile_only,,eligibility_review_block:97c82299835b1616,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:17695359038008349542,LA_CA_L,google:cid:17695359038008349542,Beverly Hills Augmentation & Tuck,"436 N Roxbury Dr Ste Penthouse South B, Beverly Hills, CA 90210",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1310-999-0418,,,,34.0680272,-118.4064381,https://www.google.com/maps?cid=17695359038008349542,google_profile_only,,eligibility_review_block:18128ac84c4d359b,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:7491525317975939457,LA_CA_L,google:cid:7491525317975939457,Jeffrey Ashraf Hammoudeh,"1510 San Pablo St, Los Angeles, CA 90033",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-442-5908,,,,34.0623826,-118.2019939,https://www.google.com/maps?cid=7491525317975939457,google_profile_only,,eligibility_review_block:e1af862ce0923dd2,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:706109540966761708,LA_CA_L,google:cid:706109540966761708,"Mark M. Urata, MD","4650 Sunset Blvd, Los Angeles, CA 90027",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1323-361-2154,,,,34.097772299999995,-118.2898676,https://www.google.com/maps?cid=706109540966761708,google_profile_only,,eligibility_review_block:cb98f9a6be846e47,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:11990484528381377309,LA_CA_L,google:cid:11990484528381377309,"Pearlman D Hicks, Jr, MD","2360 Long Beach Blvd, Long Beach, CA 90806",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1562-595-9493,,,10.0,33.8001206,-118.1889094,https://www.google.com/maps?cid=11990484528381377309,google_profile_only,,eligibility_review_block:076620a60702bd7f,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:LA_CA_L:google:cid:16710840398733596569,LA_CA_L,google:cid:16710840398733596569,Stepanyan Surgical Arts Center,"1500 E Chevy Chase Dr #430, Glendale, CA 91206",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1818-551-0088,stepanyansurgical.com,https://stepanyansurgical.com/,68.0,34.1517682,-118.2320956,https://www.google.com/maps?cid=16710840398733596569,website_then_google_profile,stepanyansurgical.com,eligibility_review_block:9720555d6a8d1468,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
profile:NYC_NY_L:google:cid:10257469848042679318,NYC_NY_L,google:cid:10257469848042679318,James Bradley,"110 E 59th St, New York, NY 10022",business_listings,Plastic surgeon,needs_category_review,unreviewed_or_conflicting_category_evidence,exclude_non_dentist_category|include_dental_provider,,,,,,eligibility_group:ad9d7cea6cadeae3,unknown,,Plastic surgeon,,,,,external_evidence_required,category and title evidence do not support a safe batch suggestion,False,+1516-927-1500,,,,40.7623738,-73.9691596,https://www.google.com/maps?cid=10257469848042679318,google_profile_only,,eligibility_review_block:5af3333a907bedb1,singleton_profile,"Fill this row only when it is an exception to a reviewed group decision, or when its group is marked individual_review."
